regime,param_vector_id,omega_2,omega_3,kappa,beta,zeta,lambda_hat_qr,lambda_hat_gmsr,max_singular_value,num_trials_sigma_gt_1
round_robin,34,-4.103848452815098,-3.7534419925724,1.0,0.8421122785753692,-0.0669317258858595,-0.013070393280207038,-0.0004773229889829745,1.060638789237949,320
round_robin,35,-4.453129663693852,-2.8065899511390375,1.0,0.7693071128027922,-0.4155029906310743,-0.013290421546701502,-0.0007067523759877242,1.0792189166096064,315
round_robin,36,-3.0137153361333175,-2.9004090357526193,1.0,2.242081975899743,-0.10495822838446722,-0.011943248759720252,-0.00265744472439975,1.1952537340984921,302
round_robin,37,-2.1462626812349064,-6.760623278589602,1.0,0.5857757021168093,0.674967345816061,-0.01380992283919902,0.001053723510192501,1.5818068194387005,377
round_robin,38,-3.528680715783101,-6.6277053828391965,1.0,1.8100319330718833,-0.8681032925797623,-0.013288028904185768,2.9129010922284366e-05,1.1234197997071775,330
round_robin,39,-3.7694647516962063,-2.0655799928953895,1.0,3.826680302817498,-0.2554177518887675,-0.012681521196813329,-0.001995614329938427,1.1755342073077188,320
round_robin,40,-5.767490574850028,-5.378121132805711,1.0,2.860028850010538,0.7720917593045202,-0.01280421842709212,0.0002553070223364837,1.0574951361407077,299
round_robin,41,-5.594797564540704,-7.342061938552662,1.0,3.964674268336365,-0.7248593989016221,-0.012577749327837237,0.0005888255925831518,1.0564386346274628,329
round_robin,42,-3.7040861387430457,-2.2403894637454975,1.0,0.9913078533683394,-0.9909229875036318,-0.013048269604905122,-0.0036498303227997632,1.0930346514108307,288
round_robin,43,-4.305570039272583,-5.996416063697008,1.0,0.8498416944011973,-0.38039101778444184,-0.01388727990664867,-0.00034484049580510776,1.0410878879338374,285
round_robin,44,-2.7399782562791346,-6.873439980493088,1.0,3.921068517612398,0.07602304554941841,-0.01768688358344862,0.00023220605015192191,1.1637009406332801,354
round_robin,45,-3.5678235499809463,-6.558779423481327,1.0,1.476234518567548,-0.7123359242830316,-0.013449967937072782,-0.00025881968812798914,1.0570541384815597,313
round_robin,46,-4.8572170027672215,-7.607665938247244,1.0,2.1243860516069923,-0.5794743448363533,-0.014069826897720123,0.00010504709059856658,1.049551189047216,330
round_robin,47,-5.893569441898835,-3.9340199450781626,1.0,3.065648374816206,0.6392586701504315,-0.011196809233671123,0.00046291831526082297,1.0581658155327656,337
round_robin,48,-4.030710024977075,-7.322039071929021,1.0,3.53848709841429,0.380398762722457,-0.012422352323432431,-0.00012779023448282215,1.0358685471481406,291
round_robin,49,-3.142558414428998,-4.569011157735219,1.0,0.6427177750437323,0.835126236666587,-0.014742608619895053,-0.0007486724054630239,1.1619139120250261,317
round_robin,50,-4.769655123473019,-4.413392300775429,1.0,1.4136722989314385,0.946533561859978,-0.012507189496303315,-0.00014895296759196588,1.0484145228497328,321
round_robin,51,-3.924232410045873,-7.952167476531109,1.0,3.8557337137722465,-0.9566995454105489,-0.013735695544179359,-1.9155095994163805e-05,1.0337764017306423,300
round_robin,52,-4.592539236563257,-6.214629391553155,1.0,3.417002739743702,0.9328149987116467,-0.012844367008831377,9.447814628854962e-05,1.0458776616325196,302
round_robin,53,-4.486338944781826,-4.1235882018524785,1.0,3.282418171875932,-0.8925031966285186,-0.013768683929861743,3.176252532337487e-05,1.0441985150307913,345
round_robin,54,-2.7139643948786207,-6.650515189701865,1.0,1.0901846911532629,0.7357312795149284,-0.01582680312198502,0.0001981123707094655,1.2136946410321428,360
round_robin,55,-4.448275924527197,-4.300378246125133,1.0,0.716811820089382,0.998883435222383,-0.014094856096936946,-0.0001474245778871062,1.0435695326612326,330
round_robin,56,-3.5631727223792575,-7.916957123464021,1.0,0.5564873749016165,0.10394038216183632,-0.013534328193894636,0.00018059667508805684,1.081623109086783,348
round_robin,57,-4.150307928299886,-7.441808226709985,1.0,1.6350287457310135,-0.7389849242143425,-0.012120588459142788,0.0003152419149652814,1.0577192875470816,332
round_robin,58,-4.9097576482302205,-3.2743356112251334,1.0,1.9343716351890354,0.4470096948958169,-0.012152471881504527,-0.0007727314330570762,1.0501947375688128,296
round_robin,59,-3.5132479590606813,-5.876744881335818,1.0,3.621277845356757,0.10743567997481773,-0.016527381944631492,-0.0006375619644991668,1.1208558854619808,290
round_robin,60,-2.0470877073344718,-4.616640313856836,1.0,2.148820844630291,-0.9139896126327016,-0.012375451759066333,1.5247583900347034e-05,1.7929012610532593,356
round_robin,61,-5.178307374724696,-6.435040523549127,1.0,2.230766709634237,-0.8920198261580803,-0.015672291430488584,2.1161818788680404e-05,1.053092118440027,295
round_robin,62,-4.289722630878712,-3.3596233775650157,1.0,3.01466562819223,0.48910720607435665,-0.012928145774786445,-0.0008048871661187185,1.0476794559653837,315
round_robin,63,-4.499026633509422,-4.33617668148582,1.0,2.5622947630728183,-0.3324796547243518,-0.012658861531639497,-0.0002717965440377763,1.0444054222401111,309
round_robin,64,-2.9727348874308688,-2.3096750858170036,1.0,3.9195924798572137,0.3968913287738718,-0.01524238781705238,-0.003958758552955083,1.1270226681298328,304
round_robin,65,-5.668170763764762,-3.244020916034385,1.0,3.739251896969302,-0.21196404094592736,-0.01183177732325392,-0.00023673906964330726,1.056907970940051,300
round_robin,66,-5.9775509785728715,-7.281458204453416,1.0,1.2811956178328305,0.6037280261180991,-0.011656976636753583,0.0008761476477530226,1.058570482729038,355
round_robin,67,-5.961565370020871,-4.514866648994899,1.0,0.9872032065157315,-0.5391615747439886,-0.012464756062920159,0.00035236749543300785,1.0584958871429335,304
